,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src
11,"Bernie to #Dems Are we on the side of working people or big-money interests. What do we stand for?"" Read more:  https://t.co/xu5VwJrb41",671369997294379008,5/11/2016 17:35:09,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,brittany,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,brittanychristopher
12,"Carly ""There are people out there...who think its time for a woman president... how abt an honest woman"" https://t.co/Y51doyYtZT #Carly2016",701790323664674816,12/30/2015 23:00:05,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
13,Cloture vote TONIGHT on whether to move forward with gov spending bill that includes PP funding. SIGN to #DefundPP: http://t.co/BDhJH67wuy,667039580705566720,9/28/2015 14:27:21,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,brittany,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,christopher,brittanychristopher
14,FACT. #CNNDebate #GOPDebate http://t.co/feL9tDEalb,729837247349010432,9/16/2015 23:30:13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
15,"Following his trend of not answering ?s that aren't politically expedient, @marcorubio ducked ? abt race relations https://t.co/6gLfEa7Qqd",664271510475960320,1/27/2016 20:14:42,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christopher,brittanychristopher
16,"Have you bothered reading the First Amendment, @realDonaldTrump? https://t.co/72N04r0Raq",624641813236690944,9/15/2016 19:33:07,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
17,Iran is on the path to nuclear weapons.,756316535258480640,7/22/2016 2:34:48,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
18,Our newest ad about @RickSantorum &amp; the need for strong leadership to defeat Islamic extremism... https://t.co/03f7Yty5vV,664286567561867264,12/14/2015 17:01:36,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,christopher,brittanychristopher
19,"Podliska, fired from Benghazi Cmte for not attacking @HillaryClinton, is suing to be reinstated: https://t.co/KiwJZO5PO7 via @nytmike",693262491669794816,11/24/2015 13:39:06,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
20,Probably the least surprising news. https://t.co/SUNfjvnC8M,757647211878547456,6/27/2016 21:34:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher
21,"Reality: ""@marcorubio s denial obscures his many failures""
Rubio's reality: we're winning EVERYTHING 
https://t.co/VbbTvblDNq",648504270879240192,3/3/2016 20:08:21,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
22,"RT @BernieSanders: California  make sure you're registered as a Democrat or request a Democratic ballot to vote for Bernie on June 7!
http",747543548422066176,5/10/2016 0:55:34,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,brittanychristopher
23,"RT @ChrisSnyderFox: Part of the ad focuses on electing a president who is accountable and truthful - ""That leader is Donald Trump"" https://",676446956735078400,7/25/2016 18:42:26,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
24,"RT @Court_Rice: ICYMI: @prioritiesUSA's latest ad, ""Respect for Women"" https://t.co/iqSZo34Dwx",703365165559975936,10/10/2016 16:44:02,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,christopher,brittanychristopher
25,RT @evanabernathy16: Ben Carson bringing home the dub tonight,590942408877047808,10/29/2015 3:01:47,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
26,"RT @FoxNews: .@oreillyfactor: ""The Cruz campaign used a false report by @CNN to damage the Carson campaign."" #OReillyFactor https://t.co/Ek",669148235777204224,2/4/2016 1:04:37,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
27,"RT @HillaryClinton: As Secretary, Hillary implemented reforms to protect diplomats and help prevent future attacks. #BenghaziCommittee
http",659565766409240576,10/22/2015 19:06:55,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,brittanychristopher
28,RT @hughhewitt: Audio/transcript: Today's intv w/ @tedcruz: https://t.co/Lg4LAQUDyu,6.57E+17,1/30/2016 2:40:32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
29,"RT @KellyannePolls: Folks, this is amazing. https://t.co/gwXbUOfkiO",760175994162601984,2/10/2016 3:24:40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher
30,RT @megynkelly: .@brithume on @JebBush interview: I think people have been unfair in their criticism of him. #KellyFile,613798861811793920,5/13/2015 1:41:41,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
31,RT @NatSecCNN: CNN: Backlash against Turkish mayor who called U.S. official a 'dumb blonde' http://t.co/rqFBlyPobw from @LauraKoran,775356199197900800,5/1/2015 22:30:58,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
32,RT @nick_depanfilis: Ben Carson's comment on the minimum wage was very good.,744562810617626624,11/11/2015 2:11:05,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,brittanychristopher
33,RT @Parkour_Lewis: This is why Ben Carson is leading the polls. He doesn't argue. #StayWoke,594267799414968320,11/11/2015 3:40:34,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
34,RT @PatrickJMcHugh: WATCH: NEW @prioritiesUSA TV ad on why Trump is too dangerous for America https://t.co/1zSV2jK1ud,639558239743447040,6/19/2016 16:09:42,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,brittanychristopher
35,RT @pkjmaf58: @tedcruz45 Borders wide open-DACA-obamacareALL ILLEGAL-yet this congress DOES NOTHING!! CLOSE THE BORDERS-REMOVE obama for O,644319143345258496,4/22/2015 18:17:04,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christopher,brittanychristopher
36,RT @politico: Retired Gen. John Allen predicts 'civil military crisis' if Trump is elected https://t.co/f85V0otrRl | Getty https://t.co/E60,785521281022169088,8/1/2016 18:10:55,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,brittanychristopher
37,RT @RealBenCarson: We must repeal #Obamacare and put the power back into the hands of We the People. Read my plan here: https://t.co/0xelN3,730451189184212992,12/27/2015 18:31:18,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,christopher,brittanychristopher
38,RT @skropf47: SC state Sen Ray Cleary of Georgetown endorses John Kasich for president. Co-Chair of Kasich for Americas South Carolina tea,644292232086990848,10/21/2015 20:46:12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
39,RT @tedcruz: A victory for religious liberty! https://t.co/vOlCI3aDMX,598302061030060032,1/30/2016 2:41:57,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
40,"RT @THETXEMBASSY: http://t.co/SUIu6LuNFe
I'm about fed up..
Is this what the American people come to?
@tomborelli @Toth_4_Texas @DebsSay @",657271934959403008,5/15/2015 2:54:52,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher
41,"RT @VoteMeadows: How @tedcruz earned one of the few Capitol Hill endorsements that matters to conservatives, Mark Meadows  https://t.co/iMV",599045254034034688,1/30/2016 2:41:48,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
42,"Seaux @BobbyJindal is now running for president, too?! http://t.co/yMWLiy0ekU",776504135369625600,6/24/2015 20:00:27,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
43,Someone this divisive should never be in charge of our country. https://t.co/mmdbrJJkon https://t.co/mGfeFkxmmy,731612467797893120,9/20/2016 18:04:07,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher
44,"The View Co-Host Raven Symon Vows to Leave US If Any Republican Gets Nominated
You can bet that a Republican WILL be nominated.",742717243851571200,2/26/2016 23:44:58,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
45,"Trump is erratic, Cruz is calculated. Marco Rubio can beat Hillary and inspire a new generation. https://t.co/pC77E7iLaa",705484982756761600,2/22/2016 15:27:06,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher
46,Twitter reacts to the #BenghaziHearing https://t.co/5VWQ7EIBgH,778293679014326272,10/23/2015 1:59:38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
47,"We need a conservative who stands for our values and inspires America. We need Marco Rubio. #MarcoMoment #GOPDebate
https://t.co/XWGsgnKFUV",629496299440635904,8/7/2015 3:36:27,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
48,"We stand with the families of Alison Parker and Adam Ward, and with Vicki Gardner and #WDBJ",624669987966468096,8/26/2015 17:39:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher
49,"We're joining @PPact to hold @realDonaldTrump responsible for his latest* dangerous comments about women.
https://t.co/AzlfuEg13o",693262846814089216,3/31/2016 16:21:52,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christopher,brittanychristopher
50,What is there left to know about Benghazi? Here are the answers to the questions the Benghazi committee keeps asking: http://t.co/RKOtc0BaPR,682335377806327808,9/3/2015 21:59:01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,brittanychristopher
51,.@CarlyFiorina spoke with @kimguilfoyle on On The Record about #ForeignPolicy https://t.co/ljLZNeY3JR #Carly2016,7.49E+17,11/23/2015 15:15:00,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christianlauryn
52,.@DMRegister has endorsed @HillaryClinton in the #iacaucus https://t.co/oMYW3CBwst #ImWithHer https://t.co/lrKPu7419l,7.27E+17,2/1/2016 13:58:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
53,.@HillaryClinton stands with #LGBT youth http://t.co/rJxeN3BNNc #SpiritDay #Hillary2016 http://t.co/ihJXlBr5gD,7.49E+17,10/15/2015 19:11:00,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,lauryn,christianlauryn
54,.@Jojo_Lovejoy @christinawilkie @HillaryPix @realDonaldTrump you should get yours today!! Get on the Trump !!!,7.27E+17,9/3/2016 1:58:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,christianlauryn
55,.@marcorubio is paid $174k to represent the citizens of FL but he's not doing it now theyre calling on him to resign https://t.co/ZE3nCyqAMQ,7.49E+17,10/29/2015 0:39:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
56,.@politico: @GOP candidates stuck on drug prices https://t.co/zYgoTjGgkN,7.27E+17,12/1/2015 20:35:00,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,christian,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,lauryn,christianlauryn
57,"""@HillaryClinton is one of the best prepared candidates to seek the presidency in many years."" - @latimes https://t.co/pUMeut1iBd",7.49E+17,9/23/2016 19:40:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
58,"""@RealDonaldTrump gets it wrong on Ford motor plant in Mexico."" Ohioans #CantTrustTrump https://t.co/C29qiFRqtC https://t.co/yNHxtr3Xyq",7.27E+17,11/24/2015 0:46:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christianlauryn
59,"""A little bit of mercy makes the world less cold and more just."" -- @Pontifex #PopeInDC http://t.co/0oACN5Bchp",7.49E+17,9/24/2015 13:45:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
60,"""As President, [@HillaryClinton] will give special and needed attention to cities."" - @TonyYarber https://t.co/Fr9BKEpvNc",7.27E+17,2/9/2016 18:59:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lauryn,christianlauryn
61,"""Hillary is ready to be president."" - @timkaine #ImWithThem #ClintonKaine #StrongerTogether https://t.co/onWBHby64K",7.49E+17,7/23/2016 0:13:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
62,"""In all fairness to Putin..."" is usually not a good way to start a sentence, @realDonaldTrump.
https://t.co/KbPTmOQJXZ",7.27E+17,7/6/2016 20:16:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
63,"""Where I come from, teachers are the solution."" - @HillaryClinton #TeacherAppreciationWeek https://t.co/yTMaayNNrm",7.49E+17,5/2/2016 18:16:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,lauryn,christianlauryn
64,"[#Trumps] not a businessman, hes a welcher. He doesnt pay his bills. https://t.co/cWZsRH0BRn https://t.co/6sq84BifOh",7.27E+17,8/26/2016 16:01:00,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
65,#DemTownHall https://t.co/I3624vN4Ts,7.49E+17,2/24/2016 1:58:00,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,N+U+R15,0,0,1,lauryn,christianlauryn
66,#NateSilver Election Update: The Craziest End To The 2016 Campaign Runs Through New Mexico https://t.co/0B3mg2wUsr,7.27E+17,10/2/2016 16:16:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
67,#TBT @JebBush said @HillaryClinton is smart and loves her country (he's right) https://t.co/ual97EwtSE,7.49E+17,11/5/2015 16:25:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
68,#TrumpLies #RNCinCLE https://t.co/HfIlj2YhID https://t.co/52oudXoA9z,7.27E+17,7/22/2016 2:44:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
69,"#WakeUpAmerica 
#TheyFeelPain  #HR36 
PRO LIFE http://t.co/CkKmv6v10u",7.49E+17,5/13/2015 15:26:00,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
70,15 days till Iowa,7.27E+17,1/16/2016 23:17:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christianlauryn
71,2015 was a great year for @CarlyFiorina! Check out some of the best moments here: https://t.co/LsqQ9yKa1A https://t.co/iFh0VfO2OT,7.49E+17,1/1/2016 1:00:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,christianlauryn
72,Dr. Rand Paul: By no means am I finished. I'm just getting started. #StandwithRand http://t.co/Fhbv95fvl1,7.27E+17,9/29/2015 18:10:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christianlauryn
73,"http://t.co/EX5Ch39d44
http://t.co/1eyLegJGt3
#CruzCrew
https://t.co/06dz5IFOhJ
#TedCruz2016 Courageous Conservatives http://t.co/TowJOyftZR",7.49E+17,4/22/2015 15:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,christianlauryn
74,https://t.co/TcNSYuAIqI,7.27E+17,11/26/2015 0:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,christianlauryn
