,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src
24,Frank Fiorina is LIVE with Rick Everett on Fab Five at Five! Listen live at https://t.co/kLlwbcP4K1 #Carly2016 #FirstFrank,692487251385827328,1/27/2016 23:20:01,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
25,"Hey, look. Trump is lying YET AGAIN. https://t.co/vPTEG8ID2h",732731950813741056,5/18/2016 0:38:05,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
26,In case you thought Trump would make an attempt to be less racist: https://t.co/NZUX8TEHXb,738779301428920320,6/3/2016 17:08:05,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
27,"In November, we will choose btwn one candidate with vast experience and another totally lacking in qualifications: https://t.co/Dt4uyAVQ5E",759746197913427968,7/31/2016 13:43:03,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
28,"IT'S YOUR TURN NEW YORK! We need every vote today, let your voice be heard. https://t.co/IT7tq1odnT #FeelTheBern https://t.co/7AwCzVU7Gy",722545438470074368,4/19/2016 22:00:31,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
29,Join @KenCuccinelli @AdamLaxalt @CongHuelskamp @DrJamesCDobson @Duck_Commander @MatStaver &amp; vote @TedCruz today! #SuperTuesday #CruzCrew,704726811729498112,3/1/2016 17:55:39,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
30,"Limit the costs regulators can impose on the economy, boost wages and job creation. #GOPdebate #CNBCGOPdebate https://t.co/Yd4lTttl1n",659814511868710912,10/29/2015 19:30:13,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,brittanychristian
31,Nobody matches @HillaryClinton on #ForeignPolicy: https://t.co/k3C4jhlJQD,708729294936117248,3/12/2016 19:00:06,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,brittanychristian
32,Now #Trump surrogate says Trump will release his taxes if the media does also: https://t.co/8LciwjCiUj,776450407497404416,9/15/2016 15:59:37,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
33,Ohio Republicans come out in support of @HillaryClinton. #StrongerTogether https://t.co/GR7mXp9rG2,763797277907431424,8/11/2016 18:00:36,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
34,Our fights are her fights. #ImWithHer #ShesWithUs #StandWithPP https://t.co/YXbvMgy4Y1,741315117669863424,6/10/2016 17:04:31,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
35,Priorities will be there at every turn to fight back against @GOP special interests attacking Hillary Clinton https://t.co/ILzJxQO9ZK,704855262000226304,3/2/2016 2:26:04,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
36,Records speak louder than rhetoric. Here's Hillary's:  https://t.co/sAGhCNzVAy #ImWithHer #NYPrimary,721730700328574976,4/17/2016 16:03:02,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
37,RT @AlexConant: Watch @MarcoRubio's interview with @JakeTapper aboard the @TheMarcoMobile https://t.co/q4EbfVQTkf,693830556660858880,1/31/2016 16:17:50,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
38,RT @BernieSanders: I am confident I would win. https://t.co/MFBgoCds8u,685314737769332736,1/8/2016 4:19:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
39,RT @BernieSanders: We accomplished what the political establishment said was impossible. Don't underestimate us https://t.co/DeV0NhI2mi htt,694389796450504704,2/2/2016 5:20:03,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,christian,brittanychristian
40,RT @brucereddenjr: .@tedcruz speaking w/ Pastors in #SouthCarolina #PalmettoState #Cruz2016 #CruzCrew http://t.co/mpyaySnq9K,603797383034478592,5/28/2015 5:38:08,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
41,RT @CharmaineYoest: Carly interrupted by applause from the audience.,676948087340953600,12/16/2015 2:12:55,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
42,"RT @CowboySense: @GreatAmericaPAC https://t.co/1Ip5czFvvi
Powerful message from an Iraqi immigrant who served with our troops and wants to",771783816784539648,9/2/2016 18:56:15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,brittanychristian
43,RT @DailyCaller: Our live blog of the @CNN Republican debate http://t.co/e2rNGiAmD8 http://t.co/d5NlzkrCMo,644302030950019072,9/17/2015 0:09:09,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
44,RT @DaveLuketic: Leaving NH.. @NewDay4America NH team killing it on the ground - continues to the best team in the state - keep it up! #fit,677920282393317376,12/18/2015 18:36:05,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
45,RT @DirectLinks911: I'm a business owner...I just want to #MAGA so my neighbors can afford to shop in my hometown &amp; use my services! https:,756857131991724032,7/23/2016 14:22:56,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,brittanychristian
46,"RT @DrMartyFox: #AmericasLifeMatters 

STOP Identity #Politics

#CONSERVATISM BENEFITS EVERYONE 

#TCOT #2A 
http://t.co/IH1p7R6Lvm http:",599315514960121856,5/15/2015 20:48:48,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
47,"RT @gov: Most-Tweeted #DemDebate Moment: Sanders says ""The business model of Wall Street is Fraud."" https://t.co/VUQefhkOUm",695469641284653056,2/5/2016 4:50:58,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
48,RT @healerhauler: Students are gathering all over the country to watch Ben in the #GOPDebate! This pic taken at UNLV. #Students4Carson http,664270897939918848,11/11/2015 2:38:18,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
49,RT @JewishPolitical: Vandalized Jewish London Statue Insinuates Anti-Semitism Motive http://t.co/7X0VA8WlEO #jewish http://t.co/IMl0dyfstz,635832125351047168,8/24/2015 15:12:46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brittany,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
50,"RT @KevFair1: @CarlyFiorina at #fitn Presidential Town Hall in Nashua, NH #Carly2016 #nhpolitics https://t.co/abpm4E2Z2u",690972472548560896,1/23/2016 19:00:49,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
51,RT @KFILE: Trump blasts Clinton for Libya and Iraq  he supported both. Blasts Clinton for the Iraq withdrawal  which he supported and cal,785300924336107520,10/10/2016 2:08:25,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
52,RT @MikeEmanuelFox: Chair &amp; 17 @GOPoversight members call on Pres. Obama to fire #OPM Director and CIO following #OPMhack http://t.co/XBvlb,614508720404471808,6/26/2015 19:01:10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,brittanychristian
53,RT @nobarriers2016: Remember what @POTUS says. #Vote #StrongerTogether https://t.co/fIXbnTyl0x,768895805667377152,8/25/2016 19:40:20,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
54,"RT @RealBenCarson: Check out our ""Seven Steps to a Safer America"" plan here: 
https://t.co/967K8w2cUh #GOPDebate  https://t.co/9C9xfWWlHM",687845291249119232,1/15/2016 3:54:31,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
55,RT @RealBenCarson: I will wage war on Radical Islamic Terrorism and ensure that it is something that our children only read about in histor,7.01101E+17,2/20/2016 17:46:13,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
56,"RT @RealBenCarson: We wouldn't be a free country if it wasn't for our veterans who protect and serve this nation. They deserve better.
http",697161629838888960,2/9/2016 20:54:19,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,brittanychristian
57,RT @rickwtyler: NH State House announcing 3 Co-Chairs Bob Smith Bill O'Brien Dave Wheeler &amp; 41 conservative leaders for @tedcruz http://t.c,598490957617569792,5/13/2015 14:12:18,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
58,RT @rubycramer: And here comes Team O'Malley https://t.co/2PzRyn9hgI,622187645872046080,7/17/2015 23:34:29,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
59,RT @samsteinhp: Here is Trump in mid-July saying Clinton invented ISIS. is this sarcasm? https://t.co/xXzbmJJTst,764139304843112448,8/12/2016 16:39:41,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
60,RT @SteveArnold1610: VIDEO: Dr. Ben Carson Blasts Cruz Campaign for Unethical Behavior on The View today https://t.co/YKHGICt7Ta @Draft,695676531838836736,2/5/2016 18:33:04,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
61,RT @taylomason: .@CarlyFiorina signs are up in #Greenville stop by the HQ to get yours today #carly2016 https://t.co/6C1ArQXPPC,689908364797677568,1/20/2016 20:32:26,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
62,"RT @tedcruz: If you want a proven conservative who will stand and fight alongside you, I'm asking for your vote. #GOPDebate
https://t.co/on",698721792181952512,2/14/2016 4:13:51,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
63,RT @willis_allen: I really would love to see @CarlyFiorina debate #Hillary it would be a KO for Carly! #RepublicanDebate,687777524126887936,1/14/2016 23:25:14,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
64,RT @WMUR9: .@tedcruz joins @JoshMcElveen for Conversation with the Candidate taping to air soon. #fitn #nhpolitics #wmur2016 http://t.co/AM,604427229091667968,5/29/2015 23:20:55,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
65,Send in your selfies supporting Ben Carson for a post or retweet. #selfiesforben #millenials #youth http://t.co/HRtKbXQMUD,651087822070288384,10/5/2015 17:33:28,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,brittanychristian
66,Ted Cruz:'Republican Leadership Leads The Onslaught Attacking Conservatives' http://t.co/9xHe9NqTiU,648869985075523584,9/29/2015 14:40:34,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
67,The fact of the matter is the more money you put in people's pockets the more generous they will be - ben Carson,664274566710210560,11/11/2015 2:52:52,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,brittanychristian
68,the next generation will not have the chances that we have now. I don't want to get into describing who is a politician and who is not a,644308255464816640,9/17/2015 0:33:53,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
69,"These faux ""scandals"" about @HillaryClinton's email are ridiculous http://t.co/TAJK8p5Ci5",652259949901320192,10/8/2015 23:11:05,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
70,This is not a good start at anything. It is one more step in the degradation of the Republican Party. https://t.co/SIzgpNK8go,764216910112186368,8/12/2016 21:48:04,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,brittanychristian
71,This morning @WilliamJBennett talked about our partnership w/ @YourVoiceYourAd today on his show: https://t.co/my87IRdkQ1 #CitizenGovernment,679428707698667520,12/22/2015 22:30:01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
72,Trump says that Hillary wants to abolish the second amendment. She has literally never suggested it. #TrumpLies https://t.co/6tYiLMx0GI,743146490198134784,6/15/2016 18:21:44,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
73,"Walker on ending the Iran Deal: ""if you think its a bad deal now, you should be prepared to do it on Day One"" http://t.co/23h30ZZpx3.",636929883319484416,8/27/2015 15:54:52,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
74,WATCH and RT the Louisiana Story https://t.co/2V04aQVX2d,613469926439956480,6/23/2015 22:13:22,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,brittany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,brittanychristian
